rid,aircraft,airport,model,impact,flight_date,damage,airline,origin,flight_phase,wildlife_size,sky_conditions,pilot_warned_flag,altitude_ft,heavy_flag
260838,Airplane,GULFPORT BILOXI REGIONAL,BE-200 KING,Aborted Take-off,5/3/2009 0:00,No damage,BUSINESS,Mississippi,Take-off run,Large,Some Cloud,N,0,No
259085,Airplane,BUSH FLD,CL-RJ100/200,None,5/3/2009 0:00,No damage,ATLANTIC SOUTHEAST,Georgia,Approach,Small,No Cloud,N,10,No
260216,Airplane,DENVER INTL AIRPORT,EMB-120,None,5/3/2009 0:00,No damage,GREAT LAKES AIRLINES,Colorado,Approach,Small,Overcast,Y,5,No
263346,Airplane,CHARLOTTE/DOUGLAS INTL ARPT,A-319,None,5/3/2009 0:00,No damage,US AIRWAYS,North Carolina,Descent,Large,No Cloud,N,"5,000",No
260217,Airplane,PORTLAND INTL (OR),B-767-300,None,5/3/2009 0:00,No damage,HAWAIIAN AIR,Oregon,Approach,Small,No Cloud,N,"4,000",Yes
261481,Airplane,ELLINGTON FIELD ARPT,CIRRUS SR 20/22,None,5/4/2009 0:00,No damage,BUSINESS,Texas,Approach,Small,Some Cloud,Y,634,No
264737,Airplane,DES MOINES INTL,CL-RJ100/200,None,5/4/2009 0:00,No damage,PINNACLE,Iowa,Approach,Medium,Some Cloud,N,"2,500",No
260578,Airplane,CHICAGO MIDWAY INTL ARPT,B-737-700,None,5/4/2009 0:00,No damage,SOUTHWEST AIRLINES,Illinois,Approach,Small,No Cloud,N,"1,800",Yes
262160,Airplane,HOUSTON-HOBBY,B-737-500,None,5/4/2009 0:00,No damage,SOUTHWEST AIRLINES,Texas,Descent,Small,Some Cloud,N,"7,000",Yes
262147,Airplane,JOHN F KENNEDY INTL,MD-88,None,5/4/2009 0:00,No damage,DELTA AIR LINES,New York,Approach,Medium,Overcast,Y,20,No
264022,Airplane,SEATTLE-TACOMA INTL,B-737-800,None,5/4/2009 0:00,No damage,ALASKA AIRLINES,Washington,Approach,Small,Overcast,Y,10,Yes
259858,Airplane,MARSHFIELD MUNI/G HARLOW FLD,PA-46 MALIBU,Precautionary Landing,5/4/2009 0:00,Damage,PRIVATELY OWNED,Massachusetts,Take-off run,Medium,Overcast,N,0,No
263159,Airplane,DALLAS/FORT WORTH INTL ARPT,B-777-200,None,5/5/2009 0:00,No damage,AMERICAN AIRLINES,Texas,Landing Roll,Small,Overcast,Y,0,No
262966,Airplane,FORT LAUDERDALE/HOLLYWOOD INTL,B-737-700,None,5/5/2009 0:00,No damage,SOUTHWEST AIRLINES,Florida,Approach,Small,Some Cloud,Y,800,Yes
261170,Airplane,SACRAMENTO INTL,B-737-700,None,5/5/2009 0:00,No damage,SOUTHWEST AIRLINES,California,Approach,Medium,No Cloud,N,"1,500",Yes
262287,Airplane,HOUSTON-HOBBY,B-737-300,None,5/5/2009 0:00,No damage,SOUTHWEST AIRLINES,Texas,Descent,Medium,Some Cloud,N,"7,600",Yes
263177,Airplane,LOVELL FIELD ARPT,CL-RJ100/200,None,5/5/2009 0:00,No damage,ATLANTIC SOUTHEAST,Tennessee,Climb,Medium,Some Cloud,Y,"2,000",No
262864,Airplane,MONTROSE REGIONAL ARPT,SA227 AC METRO III,None,5/5/2009 0:00,No damage,KEY LIME AIR,Colorado,Approach,Medium,No Cloud,N,10,No
259728,Airplane,LONG BEACH-DAUGH FLD,B-737-800,None,5/5/2009 0:00,No damage,ALASKA AIRLINES,California,Approach,Small,No Cloud,N,200,Yes
262964,Airplane,NEW ORLEANS INTL,EMB-170,None,5/5/2009 0:00,No damage,SHUTTLE AMERICA,Louisiana,Take-off run,Small,Some Cloud,Y,0,No
263273,Airplane,MINNEAPOLIS-ST PAUL INTL,A-320,None,5/5/2009 0:00,No damage,NORTHWEST AIRLINES,Minnesota,Approach,Medium,Some Cloud,Y,600,No
261871,Airplane,SAVANNAH INTL,CIRRUS SR 20/22,Precautionary Landing,5/6/2009 0:00,No damage,BUSINESS,Georgia,Approach,Small,Some Cloud,N,700,No
262767,Airplane,TETERBORO AIRPORT,CHALLENGER 300,None,5/6/2009 0:00,No damage,BOMBARDIER BUSINESS JET,New Jersey,Landing Roll,Medium,Overcast,Y,0,No
261680,Airplane,KANSAS CITY INTL,B-737-700,None,5/6/2009 0:00,No damage,SOUTHWEST AIRLINES,Missouri,Climb,Medium,Some Cloud,Y,500,Yes
264501,Airplane,PHOENIX SKY HARBOR,A-320,None,5/6/2009 0:00,No damage,US AIRWAYS,Arizona,Climb,Small,No Cloud,N,"11,000",No
262112,Airplane,HOUSTON-HOBBY,B-737-700,None,5/6/2009 0:00,No damage,SOUTHWEST AIRLINES,Texas,Descent,Small,Some Cloud,N,"5,000",Yes
263590,Airplane,JACKSONVILLE INTL,B-737-700,None,5/6/2009 0:00,No damage,SOUTHWEST AIRLINES,Florida,Approach,Small,Some Cloud,N,"2,000",Yes
263588,Airplane,NASHVILLE INTL,B-737-700,None,5/6/2009 0:00,No damage,SOUTHWEST AIRLINES,Tennessee,Approach,Small,Some Cloud,N,"2,000",Yes
262111,Airplane,HOUSTON-HOBBY,B-737-700,None,5/6/2009 0:00,No damage,SOUTHWEST AIRLINES,Texas,Descent,Medium,Some Cloud,Y,"6,000",Yes
263482,Airplane,LAMBERT-ST LOUIS INTL,B-737-300,None,5/6/2009 0:00,No damage,SOUTHWEST AIRLINES,Missouri,Approach,Large,Overcast,Y,"3,400",Yes
268908,Airplane,RUSSELLVILLE REGIONAL ARPT,C-182 SKYLAN,Precautionary Landing,5/6/2009 0:00,No damage,PRIVATELY OWNED,Arkansas,Climb,Large,No Cloud,N,10,No
261462,Airplane,MIAMI INTL,B-757-200,None,5/7/2009 0:00,No damage,AMERICAN AIRLINES,Florida,Approach,Small,Some Cloud,Y,"3,000",Yes
259783,Airplane,NASHVILLE INTL,B-737-700,None,5/7/2009 0:00,No damage,SOUTHWEST AIRLINES,Tennessee,Take-off run,Medium,No Cloud,N,0,Yes
262915,Airplane,FORT LAUDERDALE/HOLLYWOOD INTL,A-320,None,5/7/2009 0:00,No damage,JETBLUE AIRWAYS,Florida,Approach,Medium,No Cloud,N,600,No
262609,Airplane,EPPLEY AIRFIELD,A-318,None,5/7/2009 0:00,No damage,FRONTIER AIRLINES,Nebraska,Approach,Small,Some Cloud,N,"1,000",No
259718,Airplane,PHILADELPHIA INTL,CL-RJ100/200,None,5/7/2009 0:00,No damage,PSA AIRLINES,Pennsylvania,Approach,Small,No Cloud,Y,350,No
262608,Airplane,NEW CASTLE COUNTY,GULFAERO IV,None,5/7/2009 0:00,No damage,BUSINESS,Delaware,Landing Roll,Small,Overcast,Y,0,No
259713,Airplane,PHILADELPHIA INTL,DHC8 DASH 8,None,5/7/2009 0:00,No damage,PIEDMONT AIRLINES,Pennsylvania,Approach,Medium,Some Cloud,Y,20,No
260960,Airplane,PIEDMONT TRIAD INTL,BE-300 KING,None,5/7/2009 0:00,Damage,BUSINESS,North Carolina,Approach,Medium,No Cloud,N,300,No
261463,Airplane,DALLAS/FORT WORTH INTL ARPT,MD-82,None,5/7/2009 0:00,No damage,AMERICAN AIRLINES,Texas,Landing Roll,Small,Overcast,N,0,No
263034,Airplane,LAGUARDIA NY,CITATIONJET,None,5/7/2009 0:00,No damage,BUSINESS,New York,Climb,Small,Some Cloud,N,600,No
264216,Airplane,MIAMI INTL,B-757-200,None,5/8/2009 0:00,No damage,AMERICAN AIRLINES,Florida,Descent,Small,No Cloud,N,"5,000",Yes
263057,Airplane,GREATER PITTSBURGH,EMB-170,None,5/8/2009 0:00,No damage,COMPASS AIRLINES,Pennsylvania,Approach,Medium,Overcast,N,700,No
263903,Airplane,COLUMBIA METRO,A-300,None,5/8/2009 0:00,No damage,UPS AIRLINES,South Carolina,Approach,Small,No Cloud,N,200,No
260214,Airplane,LANAI ARPT,DHC8 DASH 8,None,5/8/2009 0:00,No damage,ISLAND AIR,Hawaii,Climb,Small,Some Cloud,Y,10,No
264215,Airplane,DALLAS/FORT WORTH INTL ARPT,MD-82,None,5/8/2009 0:00,No damage,AMERICAN AIRLINES,Texas,Take-off run,Small,No Cloud,Y,0,No
263901,Airplane,BALTIMORE WASH INTL,B-737-300,None,5/8/2009 0:00,No damage,SOUTHWEST AIRLINES,Maryland,Climb,Small,No Cloud,Y,"1,000",Yes
261834,Airplane,WICHITA MID-CONTINENT ARPT,C-560,None,5/8/2009 0:00,No damage,BUSINESS,Kansas,Climb,Small,No Cloud,Y,"3,000",No
262992,Airplane,RENO TAHOE INTL,DC-9,None,5/8/2009 0:00,No damage,ALLEGIANT AIR,Nevada,Landing Roll,Medium,No Cloud,N,0,No
261835,Airplane,CINCINNATI/NORTHERN KENTUCKY INTL ARPT,CL-RJ900,None,5/8/2009 0:00,No damage,COMAIR AIRLINES,Kentucky,Take-off run,Small,Overcast,Y,0,No
264220,Airplane,CHICAGO O'HARE INTL ARPT,MD-83,None,5/8/2009 0:00,Damage,AMERICAN AIRLINES,Illinois,Climb,Small,Some Cloud,N,60,No
259748,Airplane,VERO BEACH MUNICIPAL,PA-28,None,5/9/2009 0:00,No damage,BUSINESS,Florida,Approach,Small,No Cloud,N,700,No
262256,Airplane,PHOENIX SKY HARBOR,B-737-700,None,5/9/2009 0:00,No damage,SOUTHWEST AIRLINES,Arizona,Approach,Small,No Cloud,N,50,Yes
260906,Airplane,AUSTIN STRAUBEL INTL,A-319,None,5/9/2009 0:00,No damage,NORTHWEST AIRLINES,Wisconsin,Approach,Small,Overcast,N,1,No
261987,Airplane,EPPLEY AIRFIELD,B-737-300,None,5/9/2009 0:00,No damage,SOUTHWEST AIRLINES,Nebraska,Climb,Small,No Cloud,Y,150,Yes
263972,Airplane,JOHN F KENNEDY INTL,A-320,None,5/9/2009 0:00,No damage,JETBLUE AIRWAYS,New York,Climb,Small,No Cloud,Y,"1,500",No
261065,Airplane,ALBUQUERQUE INTL,B-737-700,None,5/9/2009 0:00,No damage,SOUTHWEST AIRLINES,New Mexico,Approach,Medium,No Cloud,N,800,Yes
263722,Airplane,NASHVILLE INTL,A-319,None,5/10/2009 0:00,No damage,US AIRWAYS,Tennessee,Approach,Small,No Cloud,Y,600,No
262883,Airplane,DALLAS/FORT WORTH INTL ARPT,MD-83,None,5/10/2009 0:00,No damage,AMERICAN AIRLINES,Texas,Climb,Medium,Some Cloud,N,"1,000",No
258425,Airplane,SACRAMENTO INTL,A-319,None,5/10/2009 0:00,No damage,US AIRWAYS,California,Landing Roll,Medium,Some Cloud,Y,0,No
261562,Airplane,TUCSON INTL,B-737-300,None,5/10/2009 0:00,No damage,SOUTHWEST AIRLINES,Arizona,Landing Roll,Small,No Cloud,Y,0,Yes
262882,Airplane,DALLAS/FORT WORTH INTL ARPT,B-757-200,None,5/10/2009 0:00,No damage,AMERICAN AIRLINES,Texas,Take-off run,Small,Overcast,Y,0,Yes
264504,Airplane,METRO OAKLAND INTL,B-737-700,None,5/10/2009 0:00,No damage,SOUTHWEST AIRLINES,California,Approach,Small,No Cloud,Y,"5,000",Yes
262598,Airplane,BLUE GRASS ARPT,CL-RJ100/200,None,5/10/2009 0:00,No damage,PINNACLE,Kentucky,Take-off run,Small,No Cloud,N,0,No
262602,Airplane,CHICAGO O'HARE INTL ARPT,B-757-200,None,5/10/2009 0:00,No damage,UNITED AIRLINES,Illinois,Take-off run,Medium,No Cloud,Y,0,Yes
260542,Airplane,BOB HOPE ARPT,B-737-800,None,5/10/2009 0:00,No damage,ALASKA AIRLINES,California,Approach,Small,No Cloud,Y,500,Yes
260027,Airplane,GRAND FORKS INTL,BE-90  KING,None,5/10/2009 0:00,Damage,BUSINESS,North Dakota,Approach,Medium,No Cloud,N,"3,800",No
261828,Airplane,MINNEAPOLIS-ST PAUL INTL,B-757-200,None,5/11/2009 0:00,No damage,NORTHWEST AIRLINES,Minnesota,Landing Roll,Small,Some Cloud,Y,0,Yes
262661,Airplane,COLES COUNTY MEMORIAL ARPT,BE-300 KING,None,5/11/2009 0:00,No damage,BUSINESS,Illinois,Climb,Small,Some Cloud,N,15,No
263724,Airplane,WASHINGTON DULLES INTL ARPT,DC-10-10,None,5/11/2009 0:00,No damage,FEDEX EXPRESS,DC,Climb,Medium,Overcast,Y,200,Yes
261830,Airplane,HOUSTON-HOBBY,B-737-300,None,5/11/2009 0:00,No damage,SOUTHWEST AIRLINES,Texas,Climb,Medium,No Cloud,N,"3,000",Yes
264051,Airplane,LAMBERT-ST LOUIS INTL,A-319,Precautionary Landing,5/11/2009 0:00,No damage,US AIRWAYS,Missouri,Approach,Small,No Cloud,N,"2,000",No
261831,Airplane,TUCSON INTL,B-737-700,None,5/11/2009 0:00,No damage,SOUTHWEST AIRLINES,Arizona,Approach,Medium,No Cloud,Y,"3,500",Yes
260827,Airplane,AUSTIN-BERGSTROM INTL,B-737-500,None,5/11/2009 0:00,No damage,SOUTHWEST AIRLINES,Texas,Take-off run,Large,Some Cloud,N,0,Yes
262278,Airplane,CORPUS CHRISTI INTL ARPT,B-737-300,None,5/11/2009 0:00,No damage,SOUTHWEST AIRLINES,Texas,Landing Roll,Small,Some Cloud,N,0,Yes
264052,Airplane,METRO OAKLAND INTL,A-320,None,5/11/2009 0:00,No damage,US AIRWAYS,California,Taxi,Large,Some Cloud,Y,0,No
264343,Airplane,WESTCHESTER COUNTY ARPT,A-320,None,5/11/2009 0:00,No damage,JETBLUE AIRWAYS,New York,Approach,Small,No Cloud,N,"1,800",No
258178,Airplane,DETROIT METRO WAYNE COUNTY ARPT,CRJ-440,None,5/11/2009 0:00,No damage,PINNACLE,Michigan,Landing Roll,Small,Some Cloud,Y,0,No
264050,Airplane,SAN FRANCISCO INTL ARPT,A-319,None,5/11/2009 0:00,Damage,US AIRWAYS,California,Descent,Medium,No Cloud,N,"11,000",No
262725,Airplane,NASHVILLE INTL,B-737-700,None,5/12/2009 0:00,No damage,SOUTHWEST AIRLINES,Tennessee,Approach,Medium,Some Cloud,N,"3,500",Yes
262536,Airplane,TUPELO MUNICIPAL,SAAB-340,None,5/12/2009 0:00,No damage,MESABA AIRLINES,Mississippi,Approach,Medium,Some Cloud,N,"1,000",No
262010,Airplane,DALLAS/FORT WORTH INTL ARPT,ATR-72,None,5/12/2009 0:00,No damage,AMERICAN EAGLE AIRLINES,Texas,Landing Roll,Small,Overcast,N,0,No
262012,Airplane,BIRMINGHAM-SHUTTLESWORTH INTL,CL-RJ100/200,None,5/12/2009 0:00,No damage,CHAUTAUQUA AIRLINES,Alabama,Approach,Medium,No Cloud,N,"2,000",No
262673,Airplane,DETROIT METRO WAYNE COUNTY ARPT,CL-RJ700,None,5/12/2009 0:00,No damage,GOJET AIRLINES,Michigan,Landing Roll,Small,No Cloud,Y,0,No
263029,Airplane,BIRMINGHAM-SHUTTLESWORTH INTL,CL-RJ700,None,5/12/2009 0:00,No damage,PSA AIRLINES,Alabama,Approach,Small,Some Cloud,Y,100,No
261898,Airplane,FORT COLLINS-LOVELAND,CL-601/604,None,5/12/2009 0:00,No damage,BUSINESS,Colorado,Take-off run,Medium,Some Cloud,N,0,No
262011,Airplane,FULLERTON MUNICIPAL ARPT,C-172,None,5/12/2009 0:00,No damage,BUSINESS,California,Descent,Small,No Cloud,N,"2,000",No
261237,Airplane,SAN DIEGO INTL,B-737-700,None,5/13/2009 0:00,No damage,SOUTHWEST AIRLINES,California,Climb,Small,No Cloud,N,100,Yes
264736,Airplane,NASHVILLE INTL,B-737-700,None,5/13/2009 0:00,No damage,SOUTHWEST AIRLINES,Tennessee,Approach,Large,No Cloud,Y,"1,000",Yes
259874,Airplane,AUSTIN-BERGSTROM INTL,A-319,None,5/13/2009 0:00,No damage,FRONTIER AIRLINES,Texas,Approach,Medium,No Cloud,N,"3,500",No
263061,Airplane,ORLANDO INTL,B-737-700,None,5/13/2009 0:00,No damage,SOUTHWEST AIRLINES,Florida,Approach,Small,No Cloud,N,"3,000",Yes
263060,Airplane,ONTARIO INTL ARPT,B-737-300,None,5/13/2009 0:00,No damage,SOUTHWEST AIRLINES,California,Descent,Small,No Cloud,N,"5,000",Yes
262678,Airplane,FORT LAUDERDALE/HOLLYWOOD INTL,BN-2A ISLAND,None,5/13/2009 0:00,Damage,ISLAND AIR CHARTERS,Florida,Approach,Small,Some Cloud,Y,700,No
260073,Airplane,CLEVELAND-HOPKINS INTL ARPT,DHC8 DASH 8,None,5/14/2009 0:00,No damage,AIR CANADA JAZZ,Ohio,Take-off run,Small,Overcast,Y,0,No
261856,Airplane,CHICAGO MIDWAY INTL ARPT,B-737-700,None,5/14/2009 0:00,No damage,SOUTHWEST AIRLINES,Illinois,Approach,Medium,Overcast,N,"3,000",Yes
261592,Airplane,TOMPKINS COUNTY ARPT,DHC8 DASH 8,None,5/14/2009 0:00,No damage,COMMUTAIR,New York,Approach,Medium,No Cloud,N,50,No
262430,Airplane,BLUE GRASS ARPT,CL-RJ100/200,None,5/14/2009 0:00,No damage,SKYWEST AIRLINES,Kentucky,Take-off run,Small,Some Cloud,N,0,No
262312,Airplane,CHARLOTTE/DOUGLAS INTL ARPT,A-319,None,5/14/2009 0:00,No damage,US AIRWAYS,North Carolina,Approach,Small,No Cloud,N,400,No
264653,Airplane,AUSTIN-BERGSTROM INTL,B-737-700,None,5/14/2009 0:00,No damage,SOUTHWEST AIRLINES,Texas,Approach,Medium,No Cloud,N,"2,000",Yes
262734,Airplane,GREATER PITTSBURGH,EMB-170,None,5/14/2009 0:00,No damage,REPUBLIC AIRLINES,Pennsylvania,Approach,Medium,Some Cloud,N,"1,800",No
260074,Airplane,AIRBORNE AIRPARK,A-300,None,5/14/2009 0:00,No damage,ASTAR AIR CARGO,Ohio,Approach,Small,No Cloud,N,"1,500",No
264654,Airplane,DENVER INTL AIRPORT,B-737-700,None,5/14/2009 0:00,No damage,SOUTHWEST AIRLINES,Colorado,Take-off run,Medium,Some Cloud,N,0,Yes
258100,Airplane,EPPLEY AIRFIELD,A-320,None,5/14/2009 0:00,No damage,UNITED AIRLINES,Nebraska,Climb,Small,No Cloud,N,20,No
258098,Airplane,HOUSTON-HOBBY,B-737,None,5/14/2009 0:00,No damage,SOUTHWEST AIRLINES,Texas,Landing Roll,Small,Some Cloud,Y,0,Yes
262736,Airplane,SAN ANTONIO INTL,B-737-500,None,5/14/2009 0:00,Damage,SOUTHWEST AIRLINES,Texas,Climb,Medium,No Cloud,N,"7,200",Yes
261203,Airplane,MCCARREN INTL,B-767-300,None,5/14/2009 0:00,Damage,HAWAIIAN AIR,Nevada,Descent,Medium,No Cloud,N,"6,000",Yes
262483,Airplane,FRANKFURT MAIN,B-767-200,None,5/15/2009 0:00,No damage,DELTA AIR LINES,N/A,Approach,Medium,No Cloud,N,200,Yes
263454,Airplane,NORFOLK INTL,B-737-700,None,5/15/2009 0:00,No damage,SOUTHWEST AIRLINES,Virginia,Approach,Small,No Cloud,N,"1,500",Yes
262280,Airplane,DANE COUNTY REGIONAL ARPT-TRUAX FLD,EMB-145,None,5/15/2009 0:00,No damage,AMERICAN EAGLE AIRLINES,Wisconsin,Approach,Small,Overcast,Y,"1,400",No
263453,Airplane,BALTIMORE WASH INTL,B-737-700,None,5/15/2009 0:00,No damage,SOUTHWEST AIRLINES,Maryland,Climb,Small,Some Cloud,Y,"3,000",Yes
262612,Airplane,GERALD R FORD INTL,DC-9-50,None,5/15/2009 0:00,No damage,NORTHWEST AIRLINES,Michigan,Landing Roll,Small,Overcast,Y,0,No
262451,Airplane,LAMBERT-ST LOUIS INTL,MD-82,None,5/15/2009 0:00,No damage,AMERICAN AIRLINES,Missouri,Climb,Small,Some Cloud,Y,100,No
262453,Airplane,JOHN F KENNEDY INTL,A-320,None,5/15/2009 0:00,No damage,JETBLUE AIRWAYS,New York,Landing Roll,Small,Some Cloud,Y,0,No
262314,Airplane,DALLAS/FORT WORTH INTL ARPT,MD-82,None,5/15/2009 0:00,No damage,AMERICAN AIRLINES,Texas,Approach,Small,Some Cloud,Y,10,No
257989,Airplane,DALLAS LOVE FIELD ARPT,B-737-700,None,5/16/2009 0:00,No damage,SOUTHWEST AIRLINES,Texas,Take-off run,Medium,Overcast,Y,0,Yes
262140,Airplane,HONOLULU INTL ARPT,DHC8 DASH 8,None,5/16/2009 0:00,No damage,ISLAND AIR,Hawaii,Climb,Small,Some Cloud,Y,500,No
261325,Airplane,VALLEY INTL,B-737-700,None,5/16/2009 0:00,No damage,SOUTHWEST AIRLINES,Texas,Take-off run,Small,Some Cloud,Y,0,Yes
260133,Airplane,WESTCHESTER COUNTY ARPT,DHC8 DASH 8,None,5/16/2009 0:00,No damage,PIEDMONT AIRLINES,New York,Landing Roll,Small,Overcast,Y,0,No
262603,Airplane,NEWARK LIBERTY INTL ARPT,EMB-145,None,5/16/2009 0:00,No damage,EXPRESSJET (CONTINENTAL EXPRS),New Jersey,Landing Roll,Small,Overcast,Y,0,No
263594,Airplane,SACRAMENTO INTL,B-737-300,None,5/16/2009 0:00,No damage,SOUTHWEST AIRLINES,California,Approach,Small,No Cloud,Y,"1,500",Yes
259370,Airplane,HARRISBURG INTL,DHC8 DASH 8,None,5/16/2009 0:00,Damage,PIEDMONT AIRLINES,Pennsylvania,Approach,Large,Overcast,Y,10,No
257919,Airplane,LOS ANGELES INTL,B-757-200,None,5/16/2009 0:00,No damage,AMERICAN AIRLINES,California,Descent,Medium,No Cloud,N,"10,500",Yes
264002,Airplane,SPOKANE INTERNATIONAL,B-737-700,None,5/17/2009 0:00,No damage,SOUTHWEST AIRLINES,Washington,Landing Roll,Small,No Cloud,N,0,Yes
262821,Airplane,BALTIMORE WASH INTL,B-737-300,None,5/17/2009 0:00,No damage,SOUTHWEST AIRLINES,Maryland,Take-off run,Small,No Cloud,N,0,Yes
262644,Airplane,GRAND FORKS INTL,PA-44 SEMINOLE,Precautionary Landing,5/17/2009 0:00,No damage,BUSINESS,North Dakota,Approach,Small,No Cloud,Y,400,No
262558,Airplane,QUAD CITY ARPT,EMB-135,None,5/17/2009 0:00,No damage,AMERICAN EAGLE AIRLINES,Illinois,Approach,Small,Some Cloud,Y,250,No
264401,Airplane,FAIRBANKS INTL ARPT,B-737-800,None,5/17/2009 0:00,No damage,ALASKA AIRLINES,Alaska,Approach,Small,No Cloud,Y,50,Yes
264000,Airplane,METRO OAKLAND INTL,B-737-700,None,5/17/2009 0:00,No damage,SOUTHWEST AIRLINES,California,Descent,Medium,No Cloud,N,"11,000",Yes
262560,Airplane,MINNEAPOLIS-ST PAUL INTL,CL-RJ100/200,Precautionary Landing,5/17/2009 0:00,No damage,PINNACLE,Minnesota,Climb,Medium,Some Cloud,Y,"4,800",No
261864,Airplane,FORT LAUDERDALE/HOLLYWOOD INTL,B-737-300,None,5/17/2009 0:00,No damage,SOUTHWEST AIRLINES,Florida,Approach,Medium,Some Cloud,Y,"5,000",Yes
264001,Airplane,METRO OAKLAND INTL,B-737-700,None,5/17/2009 0:00,No damage,SOUTHWEST AIRLINES,California,Approach,Small,No Cloud,Y,"2,800",Yes
262561,Airplane,ATLANTIC CITY INTL,A-319,None,5/17/2009 0:00,No damage,SPIRIT AIRLINES,New Jersey,Landing Roll,Small,Overcast,N,0,No
261667,Airplane,PORT COLUMBUS INTL,B-737-700,None,5/17/2009 0:00,No damage,SOUTHWEST AIRLINES,Ohio,Take-off run,Small,Some Cloud,N,0,Yes
262191,Airplane,SACRAMENTO INTL,A-319,None,5/17/2009 0:00,No damage,US AIRWAYS,California,Approach,Medium,No Cloud,Y,"3,000",No
263431,Airplane,GREATER PITTSBURGH,B-737-700,None,5/18/2009 0:00,No damage,SOUTHWEST AIRLINES,Pennsylvania,Descent,Small,No Cloud,N,"4,000",Yes
263429,Airplane,TOLEDO EXPRESS ARPT,BE-90  KING,None,5/18/2009 0:00,No damage,BUSINESS,Ohio,Landing Roll,Small,No Cloud,N,0,No
263430,Airplane,DALLAS LOVE FIELD ARPT,B-737-700,None,5/18/2009 0:00,No damage,SOUTHWEST AIRLINES,Texas,Approach,Small,No Cloud,N,5,Yes
261866,Airplane,DENVER INTL AIRPORT,A-319,None,5/18/2009 0:00,No damage,FRONTIER AIRLINES,Colorado,Approach,Small,No Cloud,N,200,No
261803,Airplane,LAGUARDIA NY,CL-RJ100/200,None,5/19/2009 0:00,No damage,COMAIR AIRLINES,New York,Climb,Medium,No Cloud,N,"2,000",No
262073,Airplane,GREATER ROCKFORD,DC-8-70,None,5/19/2009 0:00,No damage,BUSINESS,Illinois,Approach,Small,No Cloud,N,300,No
263031,Airplane,LOGAN INTL,EMB-170,None,5/19/2009 0:00,No damage,COMPASS AIRLINES,Massachusetts,Approach,Large,No Cloud,Y,200,No
264090,Airplane,DALLAS/FORT WORTH INTL ARPT,MD-82,None,5/19/2009 0:00,No damage,AMERICAN AIRLINES,Texas,Landing Roll,Small,No Cloud,Y,0,No
263413,Airplane,NASHVILLE INTL,B-737-300,None,5/19/2009 0:00,No damage,SOUTHWEST AIRLINES,Tennessee,Descent,Small,No Cloud,N,"6,000",Yes
261347,Airplane,BRADLEY INTL,B-737-700,None,5/19/2009 0:00,No damage,SOUTHWEST AIRLINES,Connecticut,Approach,Small,No Cloud,N,"1,200",Yes
261346,Airplane,BALTIMORE WASH INTL,B-737-300,None,5/19/2009 0:00,No damage,SOUTHWEST AIRLINES,Maryland,Approach,Small,No Cloud,Y,"1,900",Yes
260706,Airplane,LAGUARDIA NY,A-320,None,5/19/2009 0:00,No damage,NORTHWEST AIRLINES,New York,Approach,Small,No Cloud,N,"3,000",No
261804,Airplane,LAGUARDIA NY,A-319,None,5/19/2009 0:00,No damage,NORTHWEST AIRLINES,New York,Approach,Small,No Cloud,N,"2,500",No
261718,Airplane,SALT LAKE CITY INTL,A-320,Other,5/19/2009 0:00,Damage,JETBLUE AIRWAYS,Utah,Approach,Medium,No Cloud,Y,500,No
262672,Airplane,GEORGE BUSH INTERCONTINENTAL,B-737-800,None,5/20/2009 0:00,No damage,CONTINENTAL AIRLINES,Texas,Take-off run,Small,No Cloud,N,0,Yes
261424,Airplane,DETROIT METRO WAYNE COUNTY ARPT,CRJ-440,None,5/20/2009 0:00,No damage,PINNACLE,Michigan,Taxi,Small,Some Cloud,Y,0,No
261425,Airplane,EL PASO INTL ARPT,B-737-700,None,5/20/2009 0:00,No damage,SOUTHWEST AIRLINES,Texas,Approach,Small,Some Cloud,N,"2,500",Yes
263807,Airplane,WESTCHESTER COUNTY ARPT,CL-RJ100/200,None,5/20/2009 0:00,No damage,AIR WISCONSIN AIRLINES,New York,Approach,Medium,No Cloud,Y,"1,100",No
263067,Airplane,DALLAS LOVE FIELD ARPT,B-737-300,None,5/20/2009 0:00,No damage,SOUTHWEST AIRLINES,Texas,Approach,Small,No Cloud,Y,"3,500",Yes
262840,Airplane,ONTARIO INTL ARPT,B-737-800,None,5/20/2009 0:00,No damage,ALASKA AIRLINES,California,Approach,Small,No Cloud,Y,50,Yes
263808,Airplane,TED STEVENS ANCHORAGE INTL,B-737-800,None,5/20/2009 0:00,No damage,ALASKA AIRLINES,Alaska,Approach,Small,Some Cloud,Y,50,Yes
260213,Airplane,PHILADELPHIA INTL,B-737-700,None,5/21/2009 0:00,No damage,SOUTHWEST AIRLINES,Pennsylvania,Approach,Small,No Cloud,N,"1,000",Yes
263880,Airplane,KANSAS CITY INTL,B-757-200,None,5/21/2009 0:00,No damage,DELTA AIR LINES,Missouri,Approach,Small,No Cloud,Y,200,Yes
260211,Airplane,LONG BEACH-DAUGH FLD,A-320,None,5/21/2009 0:00,No damage,JETBLUE AIRWAYS,California,Take-off run,Small,No Cloud,N,0,No
260580,Airplane,DENVER INTL AIRPORT,B-737-300,None,5/22/2009 0:00,No damage,SOUTHWEST AIRLINES,Colorado,Approach,Small,Overcast,N,10,Yes
